FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,desk,earth,fence,fountain,glass,grass,lake,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,sofa,streetlight,tree,van,wall,water,windowpane
5962,51.508425,-0.050639,4.526214869,1,4.320181108,4.539667226,4.542285957,4.8549794,0,0,0,0,0,0.082344,0,0,0,0,0,0,0.001949,0.015812,0,0,0,0,0,0,0,0,0,0.014207,0,0.239363,0,0.186688,0.002918,0.36593,0,0,4.00E-06,0.083594,0,0.007191,0,0
5963,51.509025,-0.050632,5.654580736,1,4.515660922,5.810314278,5.578923544,5.450210017,0,0,0,0,0,0.211242,0,0,0,0,0,0,0.000336,0.031961,0,0,0,0,0,0,0,0,0,0,0.021883,0.231969,0,0.096211,0,0.30043,0,0,0,0.099375,0,0.006594,0,0
5964,51.509485,-0.026344,4.645851451,1,4.182841523,3.757622052,4.861153227,5.040194605,0,0,0,0,0,0.127863,0,0.008555,0,0,0,0,0,0.033637,0,0,0,0,0,0,0,0,0,0,0,0.338105,0,0.077723,0.028266,0.333445,0,0,0,0.037336,0.009637,0,0,0
5965,51.508995,-0.023274,4.481908037,1,4.619235467,4.966965595,4.777203679,5.277534269,0,0,0,0,0,0.073113,0,0.01598,0,0,0,0,0.078473,0.000477,0,0,0,0,0,0,0,0.000324,0,0.08975,0,0.311457,0,0,0.001289,0.32984,0,0,0.000578,0.085527,0,0.013043,0,0
5966,51.509094,-0.022682,9.612269418,1,5.213488493,4.805830349,5.21352169,5.286884504,0,0,0,0,0,0.015398,0,0.00259,0,0,0,0,0.232164,0,0,0,6.20E-05,0,0,0,0,0.023496,0,0.025496,0,0.159699,0,0.003598,0.009852,0.282891,0,0,0,0.244566,0,0.000188,0,0
5967,51.509173,-0.022089,5.026189855,1,4.090465205,4.717131538,4.927980619,5.348135012,0,0,0,0,0,0.167316,0,0.009379,0,0,0,0,0.000391,0,0,0,0.067645,0,0,0,0,0,0,0.012062,0,0.342723,0,0.00548,0.007254,0.290492,0,0,0,0.050371,0,0.046887,0,0
5968,51.509304,-0.021519,4.337666853,1,4.744908157,4.211728497,5.09076087,4.970145526,0,0,0,0,0,0.140797,0,0.000105,0,0,0,0,0.007121,0.017473,0,0,0.183121,0,0,0,0,0,0,0,0,0.190973,0,0.016137,0.000121,0.321473,0,0,0.000363,0.056824,0,0.037465,0,0
5969,51.50931,-0.020595,7.641265818,1,5.683414727,5.194472492,5.624687953,6.434065065,0,0,0,0,0,0.175977,0,0.030539,0,0,0,0,0,0.029293,0,0,0,0,0,0,0,0,0,0.001715,0,0.230016,0,0.161617,0.009078,0.217402,0,0,0,0.133297,0,0.006223,0,0
5970,51.50925,-0.019998,5.316220886,1,5.207001843,5.336641329,5.736876357,5.223475409,0,0,0,0,0,0.053723,0,0.011867,0,0,0,0,0,0.140551,0,0,0,0,0,0,0,0,0,0,0,0.181379,0,0.193742,0.001922,0.246852,0,0,0.000816,0.169117,0,2.30E-05,0,0
5971,51.495355,-0.083754,5.682970868,1,4.939383068,4.48278551,5.563061982,4.928395202,0,0,0,0,0,0.114672,0,0.011191,0,0,0,0,0,0.008797,0,0,0,0,0,0,0,0.000359,0,0,0,0.318844,0,0.118836,0.012305,0.269094,0,0,0,0.129383,0,0,0,0
5972,51.495018,-0.083257,5.71819171,1,7.317451336,6.276085327,5.630943293,6.117885563,0,0,0,0,0,0.402031,0,0.00516,0,0,0,0,0,0.054094,0,0,0.00157,0,0,0,0,0,0,0.011457,0,0.150012,0,0.076469,0.012602,0.125809,0,0,0,0.064613,0,0.065152,0,0
5973,51.494963,-0.081462,5.51973373,1,5.266421971,5.408734052,5.845359144,5.930099693,0,0,0,0,0,0.103016,0,0.024312,0,0,0,0,0.010945,0.09752,0,0,0.017883,0,0,0,0,0,0,0.023008,0.006539,0.124496,0,0.127805,0,0.214715,0,0,0.001762,0.208203,0,0.030113,0,0
5974,51.495307,-0.081953,7.993589893,1,5.661311305,6.857435165,5.80795227,5.187688817,0,0,0,0,0,0.310906,0,0.109992,0,0,0,0,0,0.01107,0,0,0.005133,0,0,0,0,0.007902,0,0,0,0.148219,0,0.089605,0,0.104168,0,0,0,0.213004,0,0,0,0
5975,51.495627,-0.082461,4.560744747,1,5.159486037,4.175123725,5.422533929,4.981488636,0,0,0,0,0,0.279883,0,0.000129,0,0,0,0,0.000172,0.000762,0,0,0.003797,0,0,0,0,0.00023,0,0.008453,0,0.137746,0,0.055223,0,0.252465,0,0,0.006305,0.051863,0,0.03059,0,0
5976,51.495097,-0.080164,4.522628082,1,2.695848642,4.049224589,5.391372024,4.843389803,0,0,0,0,0,0.260078,0,0.061965,0,0,0,0,0,0.006691,0,0,0,0,0,0,0,0,0,0,0,0.239906,0,0.00823,0.092754,0.283152,0,0,0,0.015254,0,0.031969,0,0
5977,51.495653,-0.079939,5.734279258,1,3.651169295,3.895520482,5.493356246,5.110580968,0,0,0,0,0,0.298441,0,0.034418,0,0,0,0,0.000176,0.045098,0,0,0.000586,0,0,0,0,0,0,0.007551,0,0.307438,0,0.055055,0,0.227754,0,0,0.002113,0.011125,0,0.00902,0,0
5978,51.496134,-0.08101,6.653586272,1,6.574247351,5.896757634,5.503070791,5.989264298,0.003,0,0,0,0,0.449645,0,0,0,0,0,0,0,0.000332,0,0,0,0,0,0,0,0,0,0.003625,0.019094,0.246199,0,0.119363,0.015082,0.078863,0,0,0.000789,0.042395,0,0.021035,0,0
5979,51.495939,-0.080443,6.600432411,1,5.033593365,5.498096259,5.770790627,5.385766193,0,0,0,0,0,0.254203,0,0.000195,0,0,0,0,0,0.01909,0,0,0.007699,0,0,0,0,0,0,0,0.005184,0.256352,0,0.05857,0,0.119742,0,0,0,0.066008,0,0,0,0
5980,51.495803,-0.078784,6.078954386,1,5.84356364,5.765208058,5.473139398,5.689815527,0,0,0,0,0,0.428336,0,0,0,0,0,0,0.000113,0.045656,0,0,0,0,0,0,0,0,0,0.00132,0.000266,0.288918,0,0.077055,0.001676,0.121227,0,0,0,0.035434,0,0,0,0
5981,51.495283,-0.079083,3.693768118,1,3.057630437,4.098699833,4.786546469,4.912649504,0,0,0,0,0,0.239875,0,0.00034,0,0,0,0,0.001105,0.023125,0,0,0,0,0,0,0,0,0,0,0,0.269195,0,0.038273,0.005852,0.391543,0,0,0.000188,0.003199,0,0.002504,0,0
5982,51.498717,-0.075927,4.387322249,1,5.681521146,4.618380085,5.464900352,6.027420564,0,0,0,0,0,0.139594,0,0.075711,0,0,0,0,0.030066,0.05227,0,0,0.013188,0,0,0,0,0.000242,0,0,0,0.152051,0,0.028605,0.002195,0.281969,0,0,0,0.098746,0,0.118281,0,0
5983,51.498826,-0.075337,6.650835533,1,6.641360453,6.309600115,5.52935215,4.566398765,0,0,0.023859,0,0,0.52748,0,0.138453,0,0,0,0,0.032375,4.00E-06,0,0,0,0,0,0,0,0,0,0.002742,0,0.148309,0,0.032441,0.000359,0.089836,0,0,0,0,0,0.001461,0,0
5984,51.499857,-0.076657,6.089774706,1,6.48720521,6.209308242,5.209747096,4.811978897,0,0,0,0,0,0.624703,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146867,0,0.162906,0,0.065184,0,0,0,0,0,0,0,0
5985,51.49951,-0.076188,5.97898653,1,6.333099339,6.287618982,5.20716831,4.723357074,0,0,0.000176,0,0,0.631461,0,0.000141,0,0,0,0,0,0.052949,0,0,0,0,0,0,0,0.002363,0,0,0,0.119164,0,0.113816,0.010559,0.065969,0,0,0,0.000457,0,0.002945,0,0
5986,51.499749,-0.077304,6.300357686,1,6.321139122,4.993753554,5.567854931,5.543665995,0,0,0,0,0,0.483691,0,0.002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002234,0,0.264992,0,0.162625,0,0.083859,0,0,0,0.000547,0,0,0,0
5987,51.499187,-0.077513,5.684736637,1,4.965239962,4.666781249,5.466685792,5.407998377,0,0,0,0,0,0.355773,0,0.028777,0,0,0,0,0.00241,0.00532,0,0,0,0,0,0,0,0,0,0,0,0.327992,0,0.053906,0,0.19448,0,0,8.00E-06,0.002316,0,0.027633,0,0
5988,51.498638,-0.077756,6.057232596,1,3.280346073,4.296834421,5.696471049,4.944884684,0,0,0,0,0,0.334871,0,0.17302,0,0,0,0,6.20E-05,0.022137,0,0,0.000117,0,0,0,0,0,0,0.001621,0,0.213223,0,0.001668,0.000102,0.251031,0,0,0,0,0,0.002148,0,0
5989,51.498117,-0.07805,7.712708064,1,4.838960419,5.3674809,5.695428257,5.161098065,0,0,0,0,0,0.365629,0,0.209613,0,0,0,0,0.000848,0,0,0,0.030289,0,0,0,0,0,0,0.026723,0,0.169363,0,0.002199,0,0.163977,0,0,0,0.029109,0,0.00225,0,0
5990,51.498514,-0.079374,6.781441926,1,5.838389477,4.650026889,5.73165058,6.37480237,2.30E-05,0,0,0,0,0.20868,0,0.044211,0,0,0,0,0,0.008867,0,0,0,0,0,0,0,0,0,0,0,0.348027,0,0.03509,0,0.181852,0,0,0,0.141371,0.010512,0,0,0
5991,51.498495,-0.078774,3.983077922,1,4.227664184,5.457117056,5.097760463,5.068077207,0,0,0,0,0,0.194461,0,0.193578,0,0,0,0,0.001016,0.000707,0,0,0,0,0,0,0,0,0,0.002676,0,0.190965,0,0.003758,0.000641,0.340816,0,0,0.005379,0.030668,0.014035,0.021082,0,0
5992,51.500032,-0.07827,6.174236622,1,6.192451239,6.202831877,5.363216855,4.756335437,0,0,0,0,0,0.588898,0,0.013324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022715,0,0,0,0.222133,0,0.074047,0,0.076863,0,0,0,0,0,0,0,0
5993,51.499496,-0.078537,6.021256733,1,5.846236714,5.40856649,4.950570184,4.059278619,0,0,0,0,0,0.772953,0,0.014141,0,0,0,0,0,0.012039,0,0,0,0,0,0,0,0,0,0,0,0.122598,0,0.030352,0,0.047918,0,0,0,0,0,0,0,0
5994,51.499262,-0.078137,6.686318891,1,6.475439322,5.944088472,5.661245341,5.717687576,0,0,0,0,0,0.414281,0,0.097285,0,0,0,0,0.00343,0.031562,0,0,0,0,0,0,0,0,0,0.000383,0,0.127699,0,0.081652,0,0.197293,0,0,0,0.04566,0,0,0,0
5995,51.49845,-0.076655,6.069560372,1,4.820228336,3.589184518,5.682760277,5.070939402,0,0,0,0,0,0.395582,0,0.097754,0,0,0,0,0,0.000555,0,0,0.02734,0,0,0,0,0,0,0,0,0.249266,0,0,0,0.228391,0,0,0,0,0,0.001113,0,0
5996,51.497115,-0.073759,7.449257827,1,6.070488819,4.148340512,5.869587876,6.145017626,0,0,0,0,0,0.262348,0,0.031809,0,0,0,0,0.00068,0.000977,0,0,0,0,0,0,0,0,0,0.033328,0,0.297793,0,0.03268,0.00082,0.19202,0,0,0,0.133836,0,0.013711,0,0
5997,51.497041,-0.074355,5.567306007,1,3.284580075,3.9377125,5.094459724,4.786357787,0,0,0,0,0,0.237977,0,0.112426,0,0,0,0,0,0.008258,0,0,0,0,0,0,0,0,0,0.02041,0.006371,0.301109,0,0.001086,2.70E-05,0.305582,0,0,0.000746,0.00268,0,0.003328,0,0
5998,51.496949,-0.074947,4.74197061,1,4.570930039,3.788683353,5.549661984,4.940318203,0.003184,0,0,0,0,0.331555,0,0.001148,0,0,0,0,0,0.04557,0,0,0.000762,0,0,0,0,0,0,0.033141,0,0.298039,0,0.044438,9.00E-05,0.231691,0,0,0,0,0,0.004965,0,0
5999,51.496867,-0.075542,4.40832404,1,5.307778722,4.660431958,5.651344482,5.732116623,0,0,0,0,0,0.387406,0,0.005629,0,0,0,0,0.016738,0,0,0,0.014578,0,0,0,0,0,0,0,0,0.251988,0,0.119762,0.000152,0.171867,0,0,0.000598,0.026574,0,0.004707,0,0
6000,51.496786,-0.076136,4.416067702,1,4.622150032,3.743722974,5.550080833,5.226347722,0,0,0,0,0,0.32468,0,4.70E-05,0,0,0,0,0,0.018863,0,0,0.027445,0,0,0,0,0,0,0.005543,0,0.231637,0,0.155223,0.000625,0.202594,0,0,0.001992,0.011074,0.01398,0.002625,0,0
6001,51.496535,-0.07668,5.334476989,1,5.237631351,4.053699242,5.66209883,5.361747583,0,0,0,0,0,0.373574,0,0.043633,0,0,0,0,0,0.001605,0,0,0.01498,0,0,0,0,0.000715,0,0.010727,0,0.22182,0,0.097238,0,0.18873,0,0,0,0.022504,0,0.024473,0,0
6002,51.496275,-0.077834,6.621374575,1,5.769304421,5.493390723,5.788018865,5.57629007,0,0,0,0,0,0.390488,0,0.128266,0,0,0,0,0,0,0,0,0.013703,0,0,0,0,0,0,0.011004,0,0.201586,0,0.061988,0,0.133773,0,0,0,0.059191,0,0,0,0
6003,51.49627,-0.078433,4.530541359,1,3.73760771,3.632672266,5.571224366,5.019518115,0,0,0,0,0,0.294562,0,0.004992,0,0,0,0,0,0,0,0,0.043051,0,0,0,0,0,0,0,0,0.277164,0,0.084133,0,0.256113,0,0,0.000203,0.017797,0,0.021984,0,0
6004,51.496696,-0.071982,5.629617563,1,5.153023349,4.853905513,5.694679029,6.157637293,0,0,0,0,0,0.213238,0,0.000461,0,0,0,0,0,0.02498,0,0,0.10348,0,0,0,0,5.50E-05,0,0.005121,0.014059,0.210094,0,0.072109,3.10E-05,0.228891,0,0,0,0.126594,0,0.000887,0,0
6005,51.496384,-0.067895,7.04529867,1,6.985565224,6.565208502,5.639178841,5.675564486,0,0,0,0,0,0.453047,0,0.060566,0,0,0,0,0,0.019996,0,0,0,0,0,0,0,0,0,0.010211,0,0.23216,0,0.081367,9.00E-05,0.057465,0,0,0,0.085098,0,0,0,0
6006,51.495031,-0.070096,6.549888188,1,4.407447301,5.1089999,5.471886481,5.854871631,0.003496,0,0,0,0,0.105844,0,0.118305,0,0,0,0,0,0.044152,0,0,0.001766,0,0,0,0,0,0,0.002387,0,0.245195,0,0.006469,0,0.306266,0,0,0,0.111078,0,0.003906,0,0
6007,51.495494,-0.072448,7.297207361,1,5.788744808,4.342868456,5.711025764,6.122686714,0,0,0,0,0,0.27732,0,0.104426,0,0,0,0,0,0.014672,0,0,0.001988,0,0,0,0,0,0,0.019363,0,0.244477,0,0.025328,0,0.180902,0,0,0,0.103289,0,0.020305,0,0
6008,51.496212,-0.066463,6.21069897,1,5.084108927,4.444487603,5.506899308,4.986074461,0,0,0,0,0,0.217098,0,0.011578,0,0,0,0,0.022156,0.087184,0,0,0.001355,0,0,0,0,0,0,0.005633,0,0.22948,0,0.106457,0.000328,0.231125,0,0,0.004633,0.067918,0,0.007926,0,0
6009,51.495084,-0.068034,6.359432423,1,6.512989767,6.396038489,5.19743699,4.344380561,0,0,0,0,0,0.684398,0,0,0,0,0,0,0,0.065012,0,0,0,0,0,0,0,0,0,0,0,0.169129,0,0.011859,0,0.069367,0,0,0,0,0,0,0,0
6010,51.494988,-0.068627,6.213132315,1,4.981286127,3.452849966,5.673638594,5.258135709,0,0,0,0,0,0.402051,0,0.101324,0,0,0,0,0,0.001055,0,0,0.035555,0,0,0,0,0,0,0,0,0.234449,0,0.032934,0,0.189926,0,0,0,0.002707,0,0,0,0
6011,51.495585,-0.068483,6.966403246,1,5.945721654,4.994190696,5.783399173,5.872095657,0,0,0,0,0,0.23498,0,0.012199,0,0,0,0,0,0.052328,0,0,0,0,0,0,0,0,0,0.000652,0,0.26648,0,0.126484,0.00457,0.158527,0,0,0,0.143188,0.00059,0,0,0
6012,51.495102,-0.067439,6.359432423,1,6.512989767,6.396038489,5.19743699,4.344380561,0,0,0,0,0,0.684398,0,0,0,0,0,0,0,0.065012,0,0,0,0,0,0,0,0,0,0,0,0.169129,0,0.011859,0,0.069367,0,0,0,0,0,0,0,0
6013,51.495661,-0.073553,4.278486891,1,4.806543272,4.759212912,5.573009516,5.671319997,0,0,0,0,0,0.391426,0,0.000344,0,0,0,0,0,0.025027,0,0,0.000309,0,0,0,0,0,0,0.003016,0,0.231949,0,0.140258,0,0.166516,0,0,0.000281,0.011438,0,0,0,0
6014,51.495525,-0.074137,6.875762256,1,5.621530515,4.046215766,5.79435457,5.724147668,0.001637,0,0,0,0,0.225234,0,0.005211,0,0,0,0,0.000344,0.004816,0,0,0.017254,0,0,0,0,9.00E-05,0,0.009051,0,0.265152,0,0.018961,0,0.193258,0,0,0,0.120484,0.137609,0.000828,0,0
6015,51.495398,-0.074724,5.872605095,1,4.725728287,3.707615757,5.676263355,5.364277141,0,0,0,0,0,0.223137,0,0.088758,0,0,0,0,0,0.005621,0,0,0.02943,0,0,0,0,0,0,0.003086,0,0.305051,0,0.01527,0.006809,0.241633,0,0,2.70E-05,0.06848,0,0.010203,0,0
6016,51.495274,-0.075311,6.913094328,1,5.330049412,5.213039156,5.619457328,6.395580493,0,0,0,0,0,0.133477,0,0.098832,0,0,0,0,0,0.012387,0,0,0.032844,0,0,0,0,0,0,0,0,0.249254,0,0.045543,0,0.295156,0,0,0,0.132508,0,0,0,0
6017,51.49515,-0.075898,6.749955732,1,5.653079401,4.847500866,5.750349459,6.802761358,0,0,0,0,0,0.143695,0,0.213469,0,0,0,0,0.000309,0.000758,0,0,0.035371,0,0,0,0,0,0,0.024332,0,0.181762,0,0.000516,0,0.275996,0,0,0,0.123793,0,0,0,0
6018,51.495807,-0.054381,3.824327856,1,3.122624751,2.963401898,4.220096326,4.864206858,0,0,0,0,0,0.001246,0,0.035652,0,0,0,0,0,0.000883,0,0,0,0,0,0,0,0,0,0.012613,0,0.400707,0,0.000723,0.000609,0.346855,0,0,0.000148,0.012945,0,0.001934,0,0
6019,51.496181,-0.053594,6.416108829,1,3.821752966,4.267859997,5.342472767,5.579320686,0,0,0,0,0,0.004469,0,0.116234,0,0,0,0,0.000766,0,0,0,0.00032,0,0,0,0.002266,0,0,0.04173,0,0.243281,0,0.011426,0,0.285344,0,0,4.70E-05,0.083832,0,0.00141,0,0
6020,51.4967,-0.054332,4.779484324,1,4.562806496,4.460692865,4.652940699,5.002129588,0,0,0,0,0,0.04891,0,0.011445,0,0,0,0,0.001094,0,0,0,0.002371,0,0,0,0,0,0,0.07268,0,0.268324,0,0.071574,0,0.332551,0,0,0,0.056188,0,0,0,0
6021,51.496924,-0.054888,4.897872611,1,4.704308668,4.330613229,4.867545635,5.504905454,0.006648,0,0,0,0,0.08984,0,0.030188,0,0,0,0,5.10E-05,0.038926,0,0,0.00857,0,0,0,0,0,0,0.021426,0,0.287992,0,0.038285,0,0.32284,0,0,0.001738,0.05248,0,0.027156,0,0
6022,51.497224,-0.053593,5.534652422,1,5.955018488,4.573508747,5.761558149,5.712092384,0,0,0,0,0,0.151199,0,0.006203,0,0,0,0,0.011457,0.014527,0,0,0.003707,0,0,0,0,0,0,0.010883,0,0.321641,0,0.107699,0.00752,0.250531,0,0,0.001617,0.105074,0,0.00232,0,0
6023,51.496287,-0.054619,4.453916294,1,4.363820373,3.652925919,4.470189031,5.527625041,0,0,0,0,0,0.123836,0,0.018297,0,0,0,0,0,0.000961,0,0,0.004859,0,0,0,0,0,0,0.075301,0,0.363324,0,5.50E-05,0.000102,0.369949,0,0,0.000465,0.038555,0.004297,0,0,0
6024,51.496799,-0.055541,5.709540164,1,5.632816391,5.752970059,5.430016757,5.842619605,0,0,0,0,0,0.207449,0,0.046645,0,0,0,0,0,0,0,0,0.041453,0,0,0,0,0,0,0.073039,0,0.029129,0,0.248938,0,0.285824,0,0,0.003188,0.054219,0,0.000301,0,0
6025,51.497648,-0.055253,7.673880995,1,5.207851231,4.776775298,5.966009195,5.931689479,0,0,0,0,0,0.171188,0,0.131645,0,0,0,0,0,0.081398,0,0,0.012766,0,0,0,0,0,0,0,0.002859,0.220715,0,0.005934,3.10E-05,0.179879,0,0,0,0.173059,0,0.014738,0,0
6026,51.497982,-0.054758,4.746521647,1,4.40188131,4.777263279,4.859580808,4.862609592,0,0,0,0,0,0.178258,0,0.002746,0,0,0,0,0.01975,0.108008,0,0,0.003137,0,0,0,0,0.001734,0,0.00073,0,0.175668,0,0.115215,0.005277,0.352734,0,0,0.00066,0.01473,0,0.003895,0,0
6027,51.512886,-0.027517,5.85330432,1,5.959621553,5.00768458,5.456929041,5.996757742,0,0,0,0,0,0.187359,0,0.021328,0,0,0,0,0,0.042078,0,0,0.054434,0,0,0,0,0.001891,0,0.016664,0,0.165562,0,0.118762,0,0.262273,0,0,0,0.104867,0,0.023312,0,0
6028,51.51311,-0.026961,7.25415477,1,5.695276916,3.925953867,5.610176404,5.175325088,0,0,0,0,0,0.427961,0,0.147523,0,0,0,0,0,0.011012,0,0,0,0,0,0,0,0,0,0,0,0.240719,0,0.003383,0,0.161094,0,0,0,0.008309,0,0,0,0
6029,51.513342,-0.026407,6.825946974,1,5.628991295,5.315884829,5.598292843,5.226619955,0,0,0,0,0,0.428484,0,0.139719,0,0,0,0,0,0.01868,0,0,0,0,0,0,0,3.50E-05,0,0,0,0.190012,0,0.035965,0,0.18343,0,0,0,0.000199,0,0.003477,0,0
6030,51.513573,-0.025854,4.570904085,1,3.410436285,4.40756469,5.105148992,4.658463951,0,0,0,0,0,0.242613,0,0.050438,0,0,0,0,0.001574,0.050965,0,0,0.003477,0,0,0,0,0,0,0.005188,0,0.224746,0,0.070078,0.002461,0.289137,0,0,0,0.005066,0,0.049746,0,0
6031,51.513723,-0.025318,4.264675778,1,3.220186379,3.686683329,5.067554665,4.957217764,0,0,0,0,0,0.234895,0,0.025324,0,0,0,0,0,0.004078,0,0,0,0,0,0,0,0,0,0,0,0.367301,0,0.025387,0,0.307199,0,0,0.000219,0,0,0.035402,0,0
6032,51.512763,-0.026339,4.970931907,1,3.732589832,3.975115384,5.538394201,4.857276968,0,0,0,0,0,0.302473,0,0.079047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251941,0,0.099758,0.000395,0.262078,0,0,0.002715,7.40E-05,0,0.000219,0,0
6033,51.512885,-0.025822,5.237235648,1,5.777241571,4.183453192,5.664024384,5.54921783,0,0,0,0,0,0.43543,0,0.054543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0.001926,0,0.250328,0,0.056285,0.001816,0.173184,0,0,0,0,0,0.020965,0,0
6034,51.513143,-0.025281,7.094278319,1,5.813156274,5.481380446,5.783474889,4.988897119,0,0,0,0,0,0.465836,0,0.16075,0,0,0,0,0,0.023781,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.211711,0,0.013656,0,0.124246,0,0,0,0,0,0,0,0
6035,51.501955,-0.094219,5.600135776,1,4.289623126,4.589090104,5.34406015,4.746118049,0,0,0,0,0,0.299105,0,0.000105,0,0,0,0,0,0.208227,0,0,0,0,0,0,0,0,0,0,0,0.225695,0,0.003574,0,0.183305,0,0,0,0.028348,0,0.050402,0,0
6036,51.501769,-0.09365,6.359276711,1,5.705024551,5.662171976,6.188384687,6.04005551,0,0,0,0,0,0.255488,0,0.00023,0,0,0,0,0,0,0,0,0.133176,0,0,0,0,0,0,0,0,0.149531,0,0.00048,0,0.184188,0,0,0,0.235906,0,0,0,0
6037,51.501914,-0.093149,6.752766864,1,5.507211488,4.86936676,5.678252644,5.680957686,0,0,0,0,0,0.392992,0,0.014457,0,0,0,0,0,0,0,0,0.08425,0,0,0,0,0,0,0.00898,0,0.326199,0,0.001777,0,0.154297,0,0,0,0.017047,0,0,0,0
6038,51.505522,-0.09369,5.561798562,1,5.015465628,4.94221667,5.14292701,4.734146923,0.003316,0,0,0,0,0.242094,0,0.023836,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0.101031,0,0.03493,0,0.262789,0,0.269234,0,0,0,0.007375,0,0.054512,0,0
6039,51.505942,-0.093403,6.960970318,1,6.189616282,4.894934806,5.666614519,6.286715891,0.008102,0,0,0,0,0.189113,0,0.052914,0,0,0,0,0,0.008242,0,0,0,0,0,0,0,0,0,0.003879,0.002523,0.230453,0,0.111062,0,0.254465,0,0,0,0.117152,0,0.009508,0,0
6040,51.50753,-0.094004,5.006031284,1,5.50400981,3.818711126,5.35997771,4.86042718,0,0,0,0,0.012785,0.310312,0,0,0,0,0,0,0.103262,0.037047,0,0,0.008543,0,0,0,0,0,0,0,0,0.100488,0,0.054008,0,0.222898,0,0,0.00057,0,0,0.093812,0.001008,0
6041,51.505313,-0.094341,7.190414382,1,5.93778067,5.61942177,5.74665918,5.680430974,0,0,0,0,0,0.421289,0,0.024453,0,0,0,0,0,0,0,0,0.018066,0,0,0,0,0.000227,0,0.004719,0,0.351203,0,0.000676,0,0.141719,0,0,0,0.037648,0,0,0,0
6042,51.505097,-0.093805,5.394215718,1,4.317743158,4.886248872,5.16533481,4.647293524,0,0,0,0,0,0.114176,0,0.004781,0,0,0,0,0.131719,0.040449,0,0,0,0,0,0,0,0.005219,0,0.00284,0,0.248633,0,0.00023,0,0.314801,0,0,0,0.078117,0.028777,0.030258,0,0
6043,51.506289,-0.072914,7.318957344,1,6.043858243,5.141050907,5.525069172,6.478875596,0,0,0,0,0,0.210125,0,0.145602,0,0,0,0,3.10E-05,0,0,0,0.025957,0,0,0,0,0,0,0.056105,0,0.148926,0,0.02025,0,0.197809,0,0,3.90E-05,0.121105,0,0.068516,0.005535,0
6044,51.505826,-0.086362,6.445210678,1,5.236228636,5.183218723,5.649073079,5.737101265,0,0,0.022387,0,0,0.380188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01493,0,0,0,0.375738,0,0.029863,0.001535,0.153469,0,0,0.000434,0.021352,0,5.10E-05,0,0
6045,51.502165,-0.088356,5.422846477,1,4.603318842,4.703501082,5.509018146,5.184546617,0,0,0,0,0,0.322164,0,0.005062,0,0,0,0,0,0.028578,0,0,0,0,0,0,0,0.000262,0,0,0,0.34066,0,0.073594,0.002281,0.167875,0,0,0,0.017719,0,0.041805,0,0
6046,51.501698,-0.088727,7.127708117,1,6.190578309,6.21989035,5.728497908,4.753608563,0,0,0,0,0,0.520898,0,0.135273,0,0,0,0,0,0.000277,0,0,0,0,0,0,0,0,0,0,0,0.189547,0,0.03052,0,0.119566,0,0,0,0,0,0.003918,0,0
6047,51.501165,-0.089,5.712198248,1,6.906095875,6.036551853,5.592780538,5.666110011,0,0,0,0,0,0.414312,0,2.00E-05,0,0,0,0,0,0.027559,0,0,0.000434,0,0,0,0,0,0,0.000984,0.000172,0.161957,0,0.16659,0,0.099586,0,0,0.000129,0.128258,0,0,0,0
6048,51.501224,-0.087277,5.818553438,1,4.041599796,3.863733535,5.195836916,5.154661823,0,0,0,0,0,0.219824,0,0.012434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009773,0,0.380324,0,0.040391,0,0.286281,0,0,0,0.043363,0,0.007098,0,0
6049,51.501244,-0.087877,8.171913305,1,5.919462614,5.316541574,5.938454458,6.194215701,0,0,0,0,0,0.240711,0,0.061926,0,0,0,0,0.001262,0.004516,0,0,0.011887,0,0,0,0,0,0,0.072238,0,0.238375,0,0.029367,0.000414,0.158988,0,0,0,0.153363,0,0.019695,0,0
6050,51.501251,-0.088477,5.929336185,1,6.326771147,5.645649184,5.616826494,4.88043029,0,0,0.001883,0,0,0.518367,0,0.036938,0,0,0,0,5.90E-05,0.009383,0,0,0.00309,0,0,0,0,0,0,0,0,0.241379,0,0.081816,0,0.104609,0,0,0,0.002137,0,0.00034,0,0
6051,51.501271,-0.0844,4.054972917,1,3.130848476,4.118254492,4.885749857,4.823377736,0.010762,0,0,0,0,0.096965,0,0.021047,0,0,0,0,0,0.077453,0,0,0.016648,0,0,0,0,0.000168,0,0,0,0.224824,0,0.065512,0.000129,0.326293,0,0,0.008871,0.036379,0.001598,0.105781,0,0
