FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,wall,ceiling,windowpane,person,column,signboard,building,sky,road,sidewalk,car,awning,van,bulletin board,fence,ashcan,streetlight,tree,grass,earth,mountain,plant,bicycle,railing,bridge,skyscraper,minibike,water,chair,lamp,pier,sculpture,desk,fountain,glass,booth,sofa,lake,ct_person,ct_car,ct_truck,ct_bus,ct_traffic light,ct_bench,ct_motorcycle,ct_bicycle,ct_chair,ct_boat,ct_dining table,ct_couch,ct_parking meter
9649,40.754524,-74.005753,4.764344255,1,3.992918506,4.283252121,4.214129286,5.630822981,0.001203,0,0,0,0,0.000762,0.193445,0.251176,0.372801,0.003621,0.073781,0,0,0,0.035641,0,0,0,0,0,0,0,0,0.000176,0,0.067211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
9654,40.754677,-73.963943,8.186289149,1,6.801587569,6.368286926,6.118619952,4.867365425,0.049066,0,0,0.005336,0,2.00E-05,0.496773,0.037336,0.243555,0.065191,0.011875,0,0,0,0,0,0,0.090223,0,0,0,0,0,0,0.000105,0,0,5.50E-05,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
9656,40.754677,-73.965065,4.807292766,1,6.03522946,5.862784146,5.820664859,4.94694617,0,0,0,0.000352,0,0,0.437133,0.088031,0.288719,0.030297,0.114641,0.02257,0.000766,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0
9657,40.754677,-73.96582,8.285415319,1,6.617243804,6.050587674,5.483151626,4.985766046,0.043121,0,0,0,0,0.001398,0.586109,0.007984,0.155629,0.068215,0.008379,0,0,0,0.003992,0.014543,0,0,0,0.000441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9659,40.754677,-73.966942,7.243481915,1,7.904690202,7.663772649,6.424620633,6.727484472,0,0,0,0.000324,0,0,0.232027,0.004668,0.235031,0.066703,0.088633,0,0,0,0,0,0,0.350738,0,0,0,0.004992,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
9660,40.754677,-73.967323,8.121705532,1,6.359733461,6.127280982,5.584738282,4.657091097,0,0,0,0,0,0,0.5055,0.031648,0.226156,0.004766,0.139555,0,0.020945,0,0,0,0,0.062934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
9662,40.754677,-73.968445,7.44972383,1,6.075830228,6.077738246,5.796394696,5.932324017,0,0,0,0,0,0.000945,0.483266,0.043,0.309555,0,0.001441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9664,40.754677,-73.969574,7.379875957,1,6.783256009,6.774869267,5.610787082,4.869306418,0,0,0,0.006551,0,0,0.406418,0.021188,0.238379,0.04718,0.12543,0,3.50E-05,0,0,0,0,0.147812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
9665,40.754677,-73.970322,7.47266766,1,6.825283124,6.359135771,6.077593286,5.976966874,0.002859,0,0,0.004832,0,0.005988,0.475848,0.028734,0.239336,0.075887,0.092855,0,0,0,0.003906,0,0,0.069238,0,0,0,0,0.000297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
9669,40.754677,-73.972572,3.553240213,1,6.395168735,6.356893143,5.965898372,6.081780538,0,0,0,0.01716,0,0,0.46075,0.018973,0.257094,0.053273,0.078824,0,0,0,9.80E-05,0,4.00E-06,0.113824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
9671,40.754677,-73.973701,7.519639149,1,6.209523056,6.269474865,5.485819686,4.676501035,0.002492,0,0,0.011215,0,8.00E-06,0.495695,0.039031,0.29048,0.030227,0.110605,0,0,0,0,0,0,0,0,0,0,0,0,9.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,2,0,0,1,0,0,0,0,0
9672,40.754677,-73.974075,7.660491702,1,6.157810858,5.787905595,5.935964565,5.108048654,0.000383,0.001473,0,0.006152,0,0.000266,0.545125,0.019633,0.255465,0.111852,0.057832,0,0,0,0.000922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
9679,40.754677,-73.978203,4.628230638,1,5.775353562,6.129635055,5.554889219,4.790372671,0,0,0,0,0,0,0.552277,0.029957,0.304574,0.030723,0.05593,0,0.019656,0,0,0,0,0,0,0,0,0,0.006293,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
9680,40.754677,-73.978577,4.337866383,1,5.907187893,6.23504083,5.327014255,4.790372671,0,0,0,0,0,0,0.540527,0.028531,0.323789,0.029809,0.07057,0,0.004789,0,0,0,0,0.001863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
9682,40.754677,-73.979706,7.330545106,1,6.152778411,6.291545591,6.137916147,4.272127329,0.120168,0,0,0,0,0.017543,0.4295,0.013426,0.247703,0.009648,0.102402,0,0.005746,0,0.000133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
9688,40.754677,-73.983078,7.294899574,1,7.113326572,7.223971594,6.100500568,4.433876812,0.052152,0,0,0.003094,0,0,0.211516,0.045977,0.010816,0.141559,0.003719,0,0,0,0.028742,0,0.004332,0.297406,0,0,0,0.189125,0,0,0,0,0,0,9.40E-05,0,0,0,0,0.000465,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
9689,40.754677,-73.983833,7.414606383,1,6.081430363,6.332991084,5.475917799,4.025621118,0.010059,0,0,0.00825,0,0,0.158523,0.108496,0.001652,0.266223,0.007906,0,0,0,0,0,0.005598,0.249328,0.003422,0,0,0.173453,0,0,0,0,0,0,0.004156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
9690,40.754677,-73.984207,7.352075745,1,5.839516765,5.903953354,5.792157657,5.11257764,0,0,0,0.012852,0,0,0.473926,0.029613,0.365391,0.021031,0.083922,0,0,0,0,0.000965,0,0.006762,0,0,0,0,0,0,0,0,0.001184,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
9697,40.754677,-73.988335,8.071793191,1,6.424580616,6.305076204,6.134502204,5.062111801,0.162352,0,0,0.006273,0,0.001184,0.424055,0.013625,0.249789,0.113574,0.011707,0,0,0,0,0.00452,0,0.011906,0,0,0,0.001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9703,40.754677,-73.991714,7.501331489,1,5.827760999,5.814494287,5.475613641,5.530538302,0,0,0,0.015156,0,7.00E-05,0.516867,0.031707,0.377922,0.004297,0.030625,0,0.012594,0,0,0,0,0,0,0,0,0,0.00184,0,0,0,0.001262,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0
9705,40.754677,-73.992836,7.352521277,1,6.86275034,5.779168582,5.557361715,4.598214286,0.000766,0,0,5.50E-05,0,0,0.545258,0.036988,0.176512,0.065992,0.148742,0,0.001098,0,0.002688,0,0,0,0,0,0,0.01632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
9709,40.754677,-73.995087,7.473708723,1,6.105579973,6.058266334,6.142009703,5.231625259,0,0,0,0.002289,0,0,0.534086,0.038281,0.261875,0.071477,0.051996,0.001062,0.001078,0,0,0,0.000109,0.02682,0,0,0,0,0,0.000914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
9712,40.754677,-73.99659,7.917609574,1,5.572435076,5.249465377,6.136008011,5.361024845,0.006434,0,0,0,0,0,0.376566,0.132613,0.321473,0.034922,0.037879,0,0,0,0.020949,0,0,0.007516,0.034227,0.002332,0,0.023133,0,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9714,40.754677,-73.997719,3.905965319,1,5.538427075,5.093742961,6.173916428,4.088379917,0.092945,0,0,4.00E-06,0,0.001234,0.393551,0.072387,0.40477,0.006699,0.011668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9715,40.754677,-73.998466,7.159834468,1,6.125356843,6.13265744,5.106801752,4.890010352,0.006492,0,0,0,0,0.01027,0.596773,0.051867,0.296602,0.028062,0.005691,0,0,0,1.60E-05,0,0.000266,0,0,0,0,0,0,0,0.003961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9721,40.754681,-74.001862,4.676324468,1,4.303118848,4.93680961,4.60244764,4.48757764,0.011922,0,0,0.00016,0,0,0.321906,0.266848,0.188164,0.019723,0.007781,0,0,0,0.173949,0,8.60E-05,0,0,0,0,0,0,0.009461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9722,40.754681,-74.002243,4.795948511,1,4.146389876,4.127638227,3.917775562,4.063793996,0.185188,0,0,0.013445,0,0.001125,0.091688,0.288633,0.317926,0.022484,0.007598,0,0,0,0.020867,0,4.00E-06,6.60E-05,0,0.000297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
9723,40.754684,-74.003014,4.840929149,1,3.920100215,3.710588892,3.826780043,4.61244824,0.013359,0,0,0.002852,0,0,0.192164,0.285027,0.405211,0.001039,0.000824,0,0,0,0.060977,0,0,0,0,0.000168,0,0,0,0,0,0.011855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9724,40.754688,-74.003403,3.990238936,1,4.204157649,4.27744195,3.815858606,3.938923395,0.004723,0,0,0,0,0.001664,0.198684,0.286574,0.342848,0.011707,0.009035,0,0,0,0.131582,0,0.000305,0,0,0.000215,0,0,0,0,0,0.012648,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9726,40.754997,-73.961876,4.741436596,1,5.097671166,4.044976064,4.531292179,5.601061077,0.150727,0,0,0,0,0,0.200414,0.195793,0.292,0.002465,0.044367,0,0,0,0.000609,0,0,0.08898,0,0.001445,0,0.000117,0,0.003062,0.00052,0,0,0.003613,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
9730,40.755001,-73.964127,7.455189787,1,6.358463594,6.445608098,6.104343111,6.283643892,0,0,0,0.001973,0,0.001758,0.413191,0.040258,0.220715,0.030906,0.175512,0,0.008379,0,0,0,0,0.09682,0,0,0,0.010129,0,0,0,0,0.000359,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
9731,40.755001,-73.964508,7.190454681,1,6.425077256,6.465040187,5.733044005,6.660196687,0.010645,0,0,0,0,0.000676,0.386449,0.037742,0.295574,0.093477,0.00927,0.020809,0,0,0,0,0,0.123992,0.001867,0.00023,0,0.01725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9733,40.755001,-73.96563,7.140020426,1,5.596753489,5.466536116,6.44012383,4.848602485,0,0,0,5.10E-05,0,0,0.388055,0.108555,0.306109,0.001973,0.057836,0,0,0,0,0,0,0.000883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
9734,40.755001,-73.966377,7.775624894,1,6.646840796,6.283297107,5.998493195,5.938146998,0,0,0,0,0,0,0.429074,0.039676,0.214113,0.028383,0.041641,0.005938,0.137156,0,0.018395,0,0,0.076613,0,0,0,0.007645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
9735,40.755001,-73.966759,7.684364255,1,7.904690202,7.663772649,6.424620633,6.727484472,0,0,0,0.000324,0,0,0.232027,0.004668,0.235031,0.066703,0.088633,0,0,0,0,0,0,0.350738,0,0,0,0.004992,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
9738,40.755001,-73.968636,7.16845,1,6.013315488,5.809615547,5.798580647,5.074404762,0.000137,0,0,0.000949,0,0.011527,0.475664,0.084742,0.315875,0.038938,0.011266,0.006242,0,0,0.045973,2.00E-05,9.00E-05,0.00718,0,0,0,0.000977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
9741,40.755001,-73.970131,7.08663617,1,6.825283124,6.359135771,6.077593286,5.976966874,0.002859,0,0,0.004832,0,0.005988,0.475848,0.028734,0.239336,0.075887,0.092855,0,0,0,0.003906,0,0,0.069238,0,0,0,0,0.000297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
9749,40.755001,-73.97464,7.259684681,1,5.856604892,6.097345399,5.824394879,4.974120083,0.016051,0,0,0.002883,0,0,0.505367,0.0265,0.345332,0.07941,0.020848,0,0,0,0,0,0,0,0,0,0,0.001863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
9753,40.755001,-73.976891,4.825407021,1,6.392174425,5.99633149,5.455811768,4.470108696,0,0,0,0.002473,0,0.000883,0.571438,0.024379,0.25302,0.027562,0.118992,0,0,0,0,0.001086,1.60E-05,0,0,0,0,0.000141,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
9758,40.755001,-73.979889,7.200734894,1,6.402192401,6.216651617,5.59356471,4.782608696,0,0,0,0.013332,0,0.003703,0.478816,0.038016,0.254988,0.02627,0.099863,0,0.02298,0,0.000469,0,0,0,0,0,0,0,0.011012,0,0,0,3.90E-05,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0
9762,40.755001,-73.98214,7.387559362,1,6.217513479,5.773438673,5.625672799,4.676501035,0,0,0,0.008039,0,0.004207,0.528566,0.022836,0.245949,0.007113,0.159758,0.00259,0.012211,0,0,0,0.001082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,1,0,0,0,0,0,0
9763,40.755001,-73.982521,3.982316383,1,6.661913285,5.905892469,5.811340116,4.225543478,0,0,0,0.003938,0,0.001227,0.495379,0.027094,0.208363,0.000781,0.110844,0,0.142801,0,0,0,0,0.001934,0,0,0,0,0,0,0,0.005324,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0
9764,40.755001,-73.983269,7.251943617,1,6.511703601,6.074972932,5.897790354,4.676501035,0.005145,0,0.003996,0.002184,0,0,0.524457,0.028656,0.269227,0.004949,0.123293,0,0,0,0,0,0,0,0,0,0,0,0.022977,0,0,0,0.014477,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0
9768,40.755001,-73.985519,7.363111277,1,6.415258915,5.793102218,5.421400075,4.514751553,0,0,0,0,0,0.006602,0.540633,0.017574,0.246258,0,0.106707,0,0.012176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9772,40.755001,-73.98777,7.123654468,1,6.263314489,6.206497313,5.506138822,5.11257764,0.02427,0,0,0.024379,0,0,0.491,0.052262,0.262984,0.040887,0.099277,0,0,0,0,0,6.60E-05,0.002891,0,0,0,0,0.00052,0,0,0,0.000762,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0
9775,40.755001,-73.989273,7.21812383,1,6.717993875,5.880377969,5.76880556,4.514751553,0,0,0,0.005156,0,0.00457,0.539754,0.033004,0.173758,0.016262,0.216633,0.000371,0,0,0,0,0,0,0,0,0,0,0.005316,0,0,0,0.000117,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0
9777,40.755001,-73.990402,7.142385106,1,6.342774752,6.231743023,6.185479483,5.709109731,0,0,0,0.002484,0,0.004906,0.509285,0.028586,0.259414,0.011133,0.005469,0,0.165781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012941,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
9778,40.755001,-73.99115,8.111457021,1,6.21339168,5.912932988,5.669446687,4.979296066,0,0,0,0.007562,0,0,0.550609,0,0.241145,0.046996,0.045645,0,0.107363,0,0,0,0,8.20E-05,0,0,0,0,0,0,0,0,0.000426,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
9779,40.755001,-73.991524,7.091889149,1,6.541829941,6.198633899,5.594613591,4.661620083,0,0,0,0,0,0.000605,0.466895,0.051484,0.242418,0.029539,0.126703,0,0.071109,0,0,0,0.004457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0
9785,40.755001,-73.994904,7.025511277,1,5.460972001,4.680647502,6.386829479,5.082168737,0,0,0,0.001129,0,0,0.364656,0.123699,0.367418,0.010398,0.05434,0,0.008492,0,0.002973,0.000418,0,0.060391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0
9787,40.755001,-73.996025,7.106243617,1,6.440924832,6.324102525,6.182649614,6.869824017,0,0,0,0.001254,0,0,0.366801,0.103781,0.241367,0.052203,0.107727,1.20E-05,0,0,0,0,0,0.093262,0,0,0,0.030516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
9789,40.755001,-73.997154,4.97269,1,5.683705353,4.628791766,3.27114979,2.66239648,0.49991,0,0,0,0,0,0.23434,0.053254,0.123914,0.041613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9790,40.755001,-73.997902,7.034865532,1,6.822099805,6.395796917,5.73716727,6.136128364,0,0,0,0.003945,0,0.000332,0.379035,0.068312,0.256695,0.049883,0.084965,0,0.008469,0,0.012504,0,0,0.127488,0,0,0,0.007652,0,0.000719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
9791,40.755001,-73.998283,4.492882766,1,5.663619736,5.648017551,5.789774502,5.920031056,0,0,0,0,0,0.000371,0.438938,0.093832,0.321848,0.059438,0.010598,0,0.008816,0,0,0,0,0.06275,0,0,0,0.003332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9793,40.755001,-73.999405,7.081385745,1,5.445684322,4.055096596,4.757703677,4.524456522,0.169418,0,0,0.000133,0,0,0.244973,0.213594,0.221941,0,0.050039,0,0.036602,0,0.024645,0,0,0.000234,0,0,0,0,0,0,0,0.01591,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
9796,40.755005,-74.001289,4.040818936,1,4.822879629,4.236254493,3.664200539,3.513845756,0.173977,0,0,0.002441,0,0.00216,0.132746,0.292922,0.142273,0.094859,0.000734,0,0,0,0.006188,0,0,0.072801,0,0.000684,0,0,0,0.000203,0,0,0,0,0,0,5.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9797,40.755005,-74.001671,4.957515532,1,3.977702344,4.444331674,4.538788682,4.121376812,0.045793,0,0,0.024945,0,0,0.256859,0.272938,0.170594,0.025738,0,0,0,0,0.06898,0,0,0,0,0.119359,0,0,0,0,0.000539,0,0,0.000172,0,0,0.001543,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9800,40.755325,-73.961311,4.738816596,1,4.470297995,3.14551959,3.624702963,2.509057971,0.207438,0.20884,4.00E-06,0,0.129559,0,0.009629,0.05743,0.261781,0,0.02841,0,0,0,0,0,0,0.002586,0,0.000523,0,0,0,0.00741,0.039344,0,0,0.007207,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9801,40.755325,-73.961685,4.545763404,1,4.990275863,4.005795395,5.305028975,6.259057971,0.129828,0,0,0,0,0.001422,0.095086,0.271051,0.181973,0.000445,0.158719,0,0,0,0.030492,0,0,0.090504,9.80E-05,0,0,0,0,0.004562,0,0,0,0.005434,0,0,0.002223,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9802,40.755325,-73.96244,7.612261702,1,6.334389241,5.434477403,5.483520951,5.979554865,0,0,0,0,0,0.001234,0.182945,0.080715,0.35448,0.055871,0.005051,0,0,0,0.031125,0,0,0.259801,0,0,0,0.028777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9805,40.755325,-73.963943,4.851000426,1,6.46915286,6.241029182,5.657319153,3.502846791,0.215746,0,0,0,0,0,0.416207,0.034137,0.281816,0.021812,0.000988,0,0,0,0,0,0,0.001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9810,40.755325,-73.966942,8.850087021,1,6.741398778,6.789866611,5.976036667,6.441511387,0.00175,0,0,0,0,0.000559,0.404,0.029215,0.232551,0.064656,0.094496,0,0,0,0.001004,0,0,0.143801,0,0,0,0.027891,0,7.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
9811,40.755325,-73.967323,9.141838298,1,6.501581921,6.843915106,5.437378857,5.577122153,0,0,0,0.003984,0,0,0.311469,0.02875,0.247742,0.072676,0.082133,0.005711,0,0,0.001816,0,0,0.236367,0,0,0,0.000223,0,4.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
9812,40.755325,-73.968071,7.164235319,1,6.006746814,5.875173371,5.55365559,4.661620083,0,0,0,0,0,0,0.472199,0.089984,0.300023,0,0.091805,0,0,0,0.000184,0,0,0.001781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
9813,40.755325,-73.968445,7.316125106,1,5.495833019,5.083022305,6.379699831,5.572593168,0,0,0,0,0,0.000434,0.348363,0.08309,0.363762,0.003398,0.00318,0,0,0,0,0,0,0.055391,0,0,0,0.000102,0.001676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
9814,40.755325,-73.969193,8.340196809,1,7.176275255,6.35063806,6.182702004,5.88768116,0,0,0,0,0,0,0.486582,0,0.23398,0.117605,0,0,0,0,0.009383,0,0,0.129418,0,0,0,0.000418,0,0.007367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,40.755325,-73.969574,7.541163404,1,6.081042896,6.169156945,5.776527811,5.920031056,0,0,0,0,0,0,0.463223,0.040703,0.301238,0.06191,0.047969,0,0,0,0,0,0,0.083375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
9817,40.755325,-73.970695,7.458107234,1,6.759588375,6.724614013,5.499157837,7.049042443,0.013418,0,0,0.001293,0,5.10E-05,0.332438,0.036344,0.228004,0.171133,0.023824,0,0,0,0,0,0,0.168254,0.000492,0,0,0.01991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
9818,40.755325,-73.971451,7.075961064,1,6.491050282,6.322752043,6.483659443,5.65023292,0.000816,0,0,0.001734,0,0.000391,0.475992,0.029191,0.247449,0.167594,0.021004,0,0,0,0,0,0,0.055828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
9823,40.755325,-73.974075,4.996008298,1,5.902434152,6.07911457,5.896865554,4.514751553,0,0,0,0.006988,0,0.005945,0.539918,0.02616,0.286992,0.033543,0.094316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
9829,40.755325,-73.977455,7.082119787,1,5.827880704,5.814672474,5.476342956,5.530538302,0,0,0,0.003938,0,0.002164,0.515504,0.033195,0.375328,0.015309,0.043918,0,0.003719,0,0.0025,0,0.004012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
9830,40.755325,-73.978203,7.746909149,1,6.109940557,6.094458798,5.361152182,5.102225673,1.60E-05,0,0,0.004688,0,0.00316,0.58673,0.025023,0.282723,0.03309,0.003,0,0,0,0.043227,0,0.00048,0,0,0,0,0.002652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
9832,40.755325,-73.979324,7.589818723,1,6.067311007,6.081109931,5.794911061,5.635351967,0,0,0,0.009207,0,0.002762,0.465633,0.028082,0.345926,0.026824,0.044469,0,0.05859,0,5.90E-05,0.001668,0.001957,0,8.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0
9833,40.755325,-73.979706,7.660765957,1,6.505300216,6.273560828,5.94238491,4.186723603,0.071676,0,0,0.002984,0,0,0.451297,0.038246,0.247477,0.049699,0.131641,0,0,0,0,0,0,0,0,0,0,0.000359,0.001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0
9834,40.755325,-73.980453,4.885415106,1,6.268851961,5.993930195,5.312482491,4.470108696,0,0,0,0.000184,0,0.000375,0.567664,0.02343,0.225035,0.024617,0.150438,0,0,0,2.30E-05,0,5.50E-05,0,0,0,0,0,0.007301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0
9836,40.755325,-73.981583,7.068681915,1,6.370958157,6.373757025,6.348059726,5.333203934,0,0,0,0,0,0.003297,0.50791,0.024594,0.246301,0.054391,0.059,0,0.024625,0,0,0,0,0.045391,0,0,0,0.000504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
9839,40.755325,-73.983078,4.540581064,1,6.511703601,6.074972932,5.897790354,4.676501035,0.005145,0,0.003996,0.002184,0,0,0.524457,0.028656,0.269227,0.004949,0.123293,0,0,0,0,0,0,0,0,0,0,0,0.022977,0,0,0,0.014477,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0
